sample_id,source,Q_pct,q_cpu60,q_cpu61,q_cpu62,q_cpu63,q_cpu64,q_cpu65,q_cpu66,q_cpu67,load_vector
3006,lhs,60,60,90,80,10,20,40,100,30,"60:60,61:90,62:80,63:10,64:20,65:40,66:100,67:30"
3007,lhs,60,60,100,20,40,80,70,30,100,"60:60,61:100,62:20,63:40,64:80,65:70,66:30,67:100"
3008,lhs,60,60,100,100,60,20,70,60,0,"60:60,61:100,62:100,63:60,64:20,65:70,66:60,67:0"
3009,lhs,60,70,0,20,0,10,60,0,40,"60:70,61:0,62:20,63:0,64:10,65:60,66:0,67:40"
3010,lhs,60,70,0,20,20,90,80,80,10,"60:70,61:0,62:20,63:20,64:90,65:80,66:80,67:10"
3011,lhs,60,70,0,50,30,20,10,30,30,"60:70,61:0,62:50,63:30,64:20,65:10,66:30,67:30"
3012,lhs,60,70,10,10,90,80,70,0,60,"60:70,61:10,62:10,63:90,64:80,65:70,66:0,67:60"
3013,lhs,60,70,10,40,0,10,0,30,80,"60:70,61:10,62:40,63:0,64:10,65:0,66:30,67:80"
3014,lhs,60,70,10,70,30,80,30,90,80,"60:70,61:10,62:70,63:30,64:80,65:30,66:90,67:80"
3015,lhs,60,70,10,80,100,70,70,0,30,"60:70,61:10,62:80,63:100,64:70,65:70,66:0,67:30"
3016,lhs,60,70,10,90,60,40,70,40,80,"60:70,61:10,62:90,63:60,64:40,65:70,66:40,67:80"
3017,lhs,60,70,10,90,60,60,50,40,10,"60:70,61:10,62:90,63:60,64:60,65:50,66:40,67:10"
3018,lhs,60,70,20,20,80,10,30,40,80,"60:70,61:20,62:20,63:80,64:10,65:30,66:40,67:80"
3019,lhs,60,70,20,40,80,0,20,50,20,"60:70,61:20,62:40,63:80,64:0,65:20,66:50,67:20"
3020,lhs,60,70,20,50,100,80,30,40,10,"60:70,61:20,62:50,63:100,64:80,65:30,66:40,67:10"
3021,lhs,60,70,20,100,50,20,40,20,40,"60:70,61:20,62:100,63:50,64:20,65:40,66:20,67:40"
3022,lhs,60,70,30,30,60,60,40,60,20,"60:70,61:30,62:30,63:60,64:60,65:40,66:60,67:20"
3023,lhs,60,70,30,50,10,80,20,30,50,"60:70,61:30,62:50,63:10,64:80,65:20,66:30,67:50"
3024,lhs,60,70,30,60,20,50,50,40,80,"60:70,61:30,62:60,63:20,64:50,65:50,66:40,67:80"
3025,lhs,60,70,30,90,100,80,20,50,20,"60:70,61:30,62:90,63:100,64:80,65:20,66:50,67:20"
3026,lhs,60,70,40,0,30,0,80,10,10,"60:70,61:40,62:0,63:30,64:0,65:80,66:10,67:10"
3027,lhs,60,70,40,0,90,20,20,10,80,"60:70,61:40,62:0,63:90,64:20,65:20,66:10,67:80"
3028,lhs,60,70,40,40,10,10,30,90,80,"60:70,61:40,62:40,63:10,64:10,65:30,66:90,67:80"
3029,lhs,60,70,40,40,50,50,30,50,40,"60:70,61:40,62:40,63:50,64:50,65:30,66:50,67:40"
3030,lhs,60,70,40,40,70,80,20,80,60,"60:70,61:40,62:40,63:70,64:80,65:20,66:80,67:60"
3031,lhs,60,70,50,30,50,10,0,10,20,"60:70,61:50,62:30,63:50,64:10,65:0,66:10,67:20"
3032,lhs,60,70,50,40,10,70,50,80,80,"60:70,61:50,62:40,63:10,64:70,65:50,66:80,67:80"
3033,lhs,60,70,50,50,50,0,40,100,20,"60:70,61:50,62:50,63:50,64:0,65:40,66:100,67:20"
3034,lhs,60,70,50,100,20,90,50,0,80,"60:70,61:50,62:100,63:20,64:90,65:50,66:0,67:80"
3035,lhs,60,70,60,0,10,30,90,20,20,"60:70,61:60,62:0,63:10,64:30,65:90,66:20,67:20"
3036,lhs,60,70,60,0,10,60,90,90,10,"60:70,61:60,62:0,63:10,64:60,65:90,66:90,67:10"
3037,lhs,60,70,60,20,10,20,50,10,40,"60:70,61:60,62:20,63:10,64:20,65:50,66:10,67:40"
3038,lhs,60,70,60,20,90,70,80,70,20,"60:70,61:60,62:20,63:90,64:70,65:80,66:70,67:20"
3039,lhs,60,70,60,80,40,40,80,70,10,"60:70,61:60,62:80,63:40,64:40,65:80,66:70,67:10"
3040,lhs,60,70,60,90,50,90,40,90,20,"60:70,61:60,62:90,63:50,64:90,65:40,66:90,67:20"
3041,lhs,60,70,70,10,0,30,50,100,60,"60:70,61:70,62:10,63:0,64:30,65:50,66:100,67:60"
3042,lhs,60,70,70,10,90,10,20,100,70,"60:70,61:70,62:10,63:90,64:10,65:20,66:100,67:70"
3043,lhs,60,70,70,20,30,70,70,40,0,"60:70,61:70,62:20,63:30,64:70,65:70,66:40,67:0"
3044,lhs,60,70,70,80,70,80,40,10,70,"60:70,61:70,62:80,63:70,64:80,65:40,66:10,67:70"
3045,lhs,60,70,80,10,20,80,70,0,30,"60:70,61:80,62:10,63:20,64:80,65:70,66:0,67:30"
3046,lhs,60,70,80,50,30,80,70,90,100,"60:70,61:80,62:50,63:30,64:80,65:70,66:90,67:100"
3047,lhs,60,70,80,50,80,40,90,30,90,"60:70,61:80,62:50,63:80,64:40,65:90,66:30,67:90"
3048,lhs,60,70,80,70,60,50,80,20,30,"60:70,61:80,62:70,63:60,64:50,65:80,66:20,67:30"
3049,lhs,60,70,80,100,40,100,100,80,0,"60:70,61:80,62:100,63:40,64:100,65:100,66:80,67:0"
3050,lhs,60,70,90,50,30,80,10,10,100,"60:70,61:90,62:50,63:30,64:80,65:10,66:10,67:100"
3051,lhs,60,70,90,50,60,10,40,20,50,"60:70,61:90,62:50,63:60,64:10,65:40,66:20,67:50"
3052,lhs,60,70,90,60,0,30,60,100,80,"60:70,61:90,62:60,63:0,64:30,65:60,66:100,67:80"
3053,lhs,60,70,90,80,30,100,70,80,100,"60:70,61:90,62:80,63:30,64:100,65:70,66:80,67:100"
3054,lhs,60,70,90,100,70,70,30,100,50,"60:70,61:90,62:100,63:70,64:70,65:30,66:100,67:50"
3055,lhs,60,70,100,30,0,90,40,50,100,"60:70,61:100,62:30,63:0,64:90,65:40,66:50,67:100"
3056,lhs,60,70,100,50,70,60,30,70,80,"60:70,61:100,62:50,63:70,64:60,65:30,66:70,67:80"
3057,lhs,60,80,0,60,10,40,30,10,10,"60:80,61:0,62:60,63:10,64:40,65:30,66:10,67:10"
3058,lhs,60,80,0,70,40,30,60,20,30,"60:80,61:0,62:70,63:40,64:30,65:60,66:20,67:30"
3059,lhs,60,80,10,80,50,10,90,0,40,"60:80,61:10,62:80,63:50,64:10,65:90,66:0,67:40"
3060,lhs,60,80,10,90,10,30,60,0,0,"60:80,61:10,62:90,63:10,64:30,65:60,66:0,67:0"
3061,lhs,60,80,20,70,10,90,10,10,20,"60:80,61:20,62:70,63:10,64:90,65:10,66:10,67:20"
3062,lhs,60,80,20,90,90,30,70,60,40,"60:80,61:20,62:90,63:90,64:30,65:70,66:60,67:40"
3063,lhs,60,80,20,100,100,90,0,20,30,"60:80,61:20,62:100,63:100,64:90,65:0,66:20,67:30"
3064,lhs,60,80,30,0,100,40,70,30,50,"60:80,61:30,62:0,63:100,64:40,65:70,66:30,67:50"
3065,lhs,60,80,40,0,40,20,60,30,50,"60:80,61:40,62:0,63:40,64:20,65:60,66:30,67:50"
3066,lhs,60,80,40,10,0,100,10,100,50,"60:80,61:40,62:10,63:0,64:100,65:10,66:100,67:50"
3067,lhs,60,80,40,30,80,100,90,60,100,"60:80,61:40,62:30,63:80,64:100,65:90,66:60,67:100"
3068,lhs,60,80,40,50,90,20,70,10,90,"60:80,61:40,62:50,63:90,64:20,65:70,66:10,67:90"
3069,lhs,60,80,40,70,30,90,70,20,40,"60:80,61:40,62:70,63:30,64:90,65:70,66:20,67:40"
3070,lhs,60,80,40,70,50,80,0,30,70,"60:80,61:40,62:70,63:50,64:80,65:0,66:30,67:70"
3071,lhs,60,80,50,0,40,90,70,100,10,"60:80,61:50,62:0,63:40,64:90,65:70,66:100,67:10"
3072,lhs,60,80,50,0,80,0,40,60,70,"60:80,61:50,62:0,63:80,64:0,65:40,66:60,67:70"
3073,lhs,60,80,50,50,70,70,10,50,70,"60:80,61:50,62:50,63:70,64:70,65:10,66:50,67:70"
3074,lhs,60,80,50,50,80,100,60,100,100,"60:80,61:50,62:50,63:80,64:100,65:60,66:100,67:100"
3075,lhs,60,80,60,30,60,10,70,10,70,"60:80,61:60,62:30,63:60,64:10,65:70,66:10,67:70"
3076,lhs,60,80,60,90,0,30,100,60,30,"60:80,61:60,62:90,63:0,64:30,65:100,66:60,67:30"
3077,lhs,60,80,80,0,20,90,50,90,90,"60:80,61:80,62:0,63:20,64:90,65:50,66:90,67:90"
3078,lhs,60,80,80,90,70,40,50,10,10,"60:80,61:80,62:90,63:70,64:40,65:50,66:10,67:10"
3079,lhs,60,80,80,100,0,50,10,30,90,"60:80,61:80,62:100,63:0,64:50,65:10,66:30,67:90"
3080,lhs,60,80,90,10,10,100,100,40,50,"60:80,61:90,62:10,63:10,64:100,65:100,66:40,67:50"
3081,lhs,60,80,90,40,10,90,50,0,40,"60:80,61:90,62:40,63:10,64:90,65:50,66:0,67:40"
3082,lhs,60,80,90,100,30,20,20,70,70,"60:80,61:90,62:100,63:30,64:20,65:20,66:70,67:70"
3083,lhs,60,80,100,0,0,70,20,10,80,"60:80,61:100,62:0,63:0,64:70,65:20,66:10,67:80"
3084,lhs,60,80,100,60,0,90,90,70,0,"60:80,61:100,62:60,63:0,64:90,65:90,66:70,67:0"
3085,lhs,60,80,100,80,30,20,50,50,40,"60:80,61:100,62:80,63:30,64:20,65:50,66:50,67:40"
3086,lhs,60,80,100,100,30,30,50,70,90,"60:80,61:100,62:100,63:30,64:30,65:50,66:70,67:90"
3087,lhs,60,90,0,10,0,60,90,30,70,"60:90,61:0,62:10,63:0,64:60,65:90,66:30,67:70"
3088,lhs,60,90,0,80,40,20,40,90,30,"60:90,61:0,62:80,63:40,64:20,65:40,66:90,67:30"
3089,lhs,60,90,0,100,80,90,50,30,80,"60:90,61:0,62:100,63:80,64:90,65:50,66:30,67:80"
3090,lhs,60,90,10,0,20,0,0,80,10,"60:90,61:10,62:0,63:20,64:0,65:0,66:80,67:10"
3091,lhs,60,90,10,30,0,50,10,60,10,"60:90,61:10,62:30,63:0,64:50,65:10,66:60,67:10"
3092,lhs,60,90,10,30,30,90,60,90,40,"60:90,61:10,62:30,63:30,64:90,65:60,66:90,67:40"
3093,lhs,60,90,10,60,30,30,90,50,20,"60:90,61:10,62:60,63:30,64:30,65:90,66:50,67:20"
3094,lhs,60,90,10,90,30,70,0,20,90,"60:90,61:10,62:90,63:30,64:70,65:0,66:20,67:90"
3095,lhs,60,90,20,0,30,20,100,70,30,"60:90,61:20,62:0,63:30,64:20,65:100,66:70,67:30"
3096,lhs,60,90,20,10,10,70,10,70,20,"60:90,61:20,62:10,63:10,64:70,65:10,66:70,67:20"
3097,lhs,60,90,20,10,20,20,20,90,50,"60:90,61:20,62:10,63:20,64:20,65:20,66:90,67:50"
3098,lhs,60,90,20,30,30,90,90,100,100,"60:90,61:20,62:30,63:30,64:90,65:90,66:100,67:100"
3099,lhs,60,90,30,10,30,100,40,80,0,"60:90,61:30,62:10,63:30,64:100,65:40,66:80,67:0"
3100,lhs,60,90,30,10,100,30,60,60,10,"60:90,61:30,62:10,63:100,64:30,65:60,66:60,67:10"
3101,lhs,60,90,30,20,20,90,70,50,30,"60:90,61:30,62:20,63:20,64:90,65:70,66:50,67:30"
3102,lhs,60,90,30,50,50,100,0,0,100,"60:90,61:30,62:50,63:50,64:100,65:0,66:0,67:100"
3103,lhs,60,90,30,100,30,100,80,90,0,"60:90,61:30,62:100,63:30,64:100,65:80,66:90,67:0"
3104,lhs,60,90,40,70,0,10,0,40,40,"60:90,61:40,62:70,63:0,64:10,65:0,66:40,67:40"
3105,lhs,60,90,40,70,80,90,60,80,40,"60:90,61:40,62:70,63:80,64:90,65:60,66:80,67:40"
3106,lhs,60,90,50,20,20,50,20,80,30,"60:90,61:50,62:20,63:20,64:50,65:20,66:80,67:30"
3107,lhs,60,90,50,20,30,50,50,60,100,"60:90,61:50,62:20,63:30,64:50,65:50,66:60,67:100"
3108,lhs,60,90,50,50,10,60,90,10,40,"60:90,61:50,62:50,63:10,64:60,65:90,66:10,67:40"
3109,lhs,60,90,50,70,50,80,20,0,100,"60:90,61:50,62:70,63:50,64:80,65:20,66:0,67:100"
3110,lhs,60,90,50,90,10,0,90,70,10,"60:90,61:50,62:90,63:10,64:0,65:90,66:70,67:10"
3111,lhs,60,90,60,40,80,0,0,60,90,"60:90,61:60,62:40,63:80,64:0,65:0,66:60,67:90"
3112,lhs,60,90,60,50,50,60,70,50,100,"60:90,61:60,62:50,63:50,64:60,65:70,66:50,67:100"
3113,lhs,60,90,60,90,40,70,70,40,0,"60:90,61:60,62:90,63:40,64:70,65:70,66:40,67:0"
3114,lhs,60,90,70,60,60,20,80,30,0,"60:90,61:70,62:60,63:60,64:20,65:80,66:30,67:0"
3115,lhs,60,90,80,10,70,0,30,30,10,"60:90,61:80,62:10,63:70,64:0,65:30,66:30,67:10"
3116,lhs,60,90,80,20,60,20,0,90,60,"60:90,61:80,62:20,63:60,64:20,65:0,66:90,67:60"
3117,lhs,60,90,80,30,90,0,20,0,100,"60:90,61:80,62:30,63:90,64:0,65:20,66:0,67:100"
3118,lhs,60,90,80,50,10,20,30,70,80,"60:90,61:80,62:50,63:10,64:20,65:30,66:70,67:80"
3119,lhs,60,90,80,50,20,90,60,90,100,"60:90,61:80,62:50,63:20,64:90,65:60,66:90,67:100"
3120,lhs,60,90,80,80,100,80,20,60,100,"60:90,61:80,62:80,63:100,64:80,65:20,66:60,67:100"
3121,lhs,60,90,80,100,10,80,90,80,70,"60:90,61:80,62:100,63:10,64:80,65:90,66:80,67:70"
3122,lhs,60,90,90,10,0,100,60,70,90,"60:90,61:90,62:10,63:0,64:100,65:60,66:70,67:90"
3123,lhs,60,90,90,20,30,70,100,40,20,"60:90,61:90,62:20,63:30,64:70,65:100,66:40,67:20"
3124,lhs,60,90,90,50,30,90,60,100,20,"60:90,61:90,62:50,63:30,64:90,65:60,66:100,67:20"
3125,lhs,60,90,90,70,10,40,90,50,10,"60:90,61:90,62:70,63:10,64:40,65:90,66:50,67:10"
3126,lhs,60,90,90,80,20,30,100,0,50,"60:90,61:90,62:80,63:20,64:30,65:100,66:0,67:50"
3127,lhs,60,90,90,100,80,50,50,30,0,"60:90,61:90,62:100,63:80,64:50,65:50,66:30,67:0"
3128,lhs,60,90,100,30,50,0,80,50,10,"60:90,61:100,62:30,63:50,64:0,65:80,66:50,67:10"
3129,lhs,60,90,100,50,0,90,50,0,60,"60:90,61:100,62:50,63:0,64:90,65:50,66:0,67:60"
3130,lhs,60,90,100,90,50,90,90,50,40,"60:90,61:100,62:90,63:50,64:90,65:90,66:50,67:40"
3131,lhs,60,90,100,90,60,80,90,0,40,"60:90,61:100,62:90,63:60,64:80,65:90,66:0,67:40"
3132,lhs,60,100,0,0,90,90,20,70,80,"60:100,61:0,62:0,63:90,64:90,65:20,66:70,67:80"
3133,lhs,60,100,0,0,100,10,30,50,90,"60:100,61:0,62:0,63:100,64:10,65:30,66:50,67:90"
3134,lhs,60,100,0,10,90,80,80,80,50,"60:100,61:0,62:10,63:90,64:80,65:80,66:80,67:50"
3135,lhs,60,100,0,20,60,40,90,10,80,"60:100,61:0,62:20,63:60,64:40,65:90,66:10,67:80"
3136,lhs,60,100,0,20,70,30,10,60,50,"60:100,61:0,62:20,63:70,64:30,65:10,66:60,67:50"
3137,lhs,60,100,0,30,40,40,0,60,80,"60:100,61:0,62:30,63:40,64:40,65:0,66:60,67:80"
3138,lhs,60,100,0,40,20,40,80,0,80,"60:100,61:0,62:40,63:20,64:40,65:80,66:0,67:80"
3139,lhs,60,100,10,0,100,60,70,50,20,"60:100,61:10,62:0,63:100,64:60,65:70,66:50,67:20"
3140,lhs,60,100,10,20,30,30,100,30,40,"60:100,61:10,62:20,63:30,64:30,65:100,66:30,67:40"
3141,lhs,60,100,10,30,10,90,20,100,20,"60:100,61:10,62:30,63:10,64:90,65:20,66:100,67:20"
3142,lhs,60,100,10,30,60,80,30,20,10,"60:100,61:10,62:30,63:60,64:80,65:30,66:20,67:10"
3143,lhs,60,100,10,100,10,20,60,10,0,"60:100,61:10,62:100,63:10,64:20,65:60,66:10,67:0"
3144,lhs,60,100,20,50,0,70,70,100,30,"60:100,61:20,62:50,63:0,64:70,65:70,66:100,67:30"
3145,lhs,60,100,20,60,10,40,80,0,50,"60:100,61:20,62:60,63:10,64:40,65:80,66:0,67:50"
3146,lhs,60,100,20,60,20,10,0,40,40,"60:100,61:20,62:60,63:20,64:10,65:0,66:40,67:40"
3147,lhs,60,100,20,60,80,90,100,60,90,"60:100,61:20,62:60,63:80,64:90,65:100,66:60,67:90"
3148,lhs,60,100,30,20,30,90,20,80,20,"60:100,61:30,62:20,63:30,64:90,65:20,66:80,67:20"
3149,lhs,60,100,30,20,60,30,50,50,0,"60:100,61:30,62:20,63:60,64:30,65:50,66:50,67:0"
3150,lhs,60,100,30,100,40,20,0,70,40,"60:100,61:30,62:100,63:40,64:20,65:0,66:70,67:40"
3151,lhs,60,100,40,20,10,90,20,50,40,"60:100,61:40,62:20,63:10,64:90,65:20,66:50,67:40"
3152,lhs,60,100,40,30,80,40,80,90,10,"60:100,61:40,62:30,63:80,64:40,65:80,66:90,67:10"
3153,lhs,60,100,40,40,90,10,60,80,30,"60:100,61:40,62:40,63:90,64:10,65:60,66:80,67:30"
3154,lhs,60,100,40,60,40,40,100,50,20,"60:100,61:40,62:60,63:40,64:40,65:100,66:50,67:20"
3155,lhs,60,100,40,100,40,30,30,30,10,"60:100,61:40,62:100,63:40,64:30,65:30,66:30,67:10"
3156,lhs,60,100,50,0,60,100,60,100,70,"60:100,61:50,62:0,63:60,64:100,65:60,66:100,67:70"
3157,lhs,60,100,50,0,100,90,50,50,30,"60:100,61:50,62:0,63:100,64:90,65:50,66:50,67:30"
3158,lhs,60,100,50,10,100,0,60,40,60,"60:100,61:50,62:10,63:100,64:0,65:60,66:40,67:60"
3159,lhs,60,100,50,20,80,100,50,40,40,"60:100,61:50,62:20,63:80,64:100,65:50,66:40,67:40"
3160,lhs,60,100,50,60,50,50,70,0,40,"60:100,61:50,62:60,63:50,64:50,65:70,66:0,67:40"
3161,lhs,60,100,50,80,20,60,70,20,30,"60:100,61:50,62:80,63:20,64:60,65:70,66:20,67:30"
3162,lhs,60,100,50,80,50,80,20,10,0,"60:100,61:50,62:80,63:50,64:80,65:20,66:10,67:0"
3163,lhs,60,100,60,0,80,60,90,0,50,"60:100,61:60,62:0,63:80,64:60,65:90,66:0,67:50"
3164,lhs,60,100,60,30,30,80,80,90,30,"60:100,61:60,62:30,63:30,64:80,65:80,66:90,67:30"
3165,lhs,60,100,60,40,80,40,0,70,50,"60:100,61:60,62:40,63:80,64:40,65:0,66:70,67:50"
3166,lhs,60,100,60,90,20,80,50,30,0,"60:100,61:60,62:90,63:20,64:80,65:50,66:30,67:0"
3167,lhs,60,100,60,90,70,50,80,60,70,"60:100,61:60,62:90,63:70,64:50,65:80,66:60,67:70"
3168,lhs,60,100,60,100,0,40,60,0,20,"60:100,61:60,62:100,63:0,64:40,65:60,66:0,67:20"
3169,lhs,60,100,60,100,30,90,80,20,60,"60:100,61:60,62:100,63:30,64:90,65:80,66:20,67:60"
3170,lhs,60,100,70,40,30,10,20,90,70,"60:100,61:70,62:40,63:30,64:10,65:20,66:90,67:70"
3171,lhs,60,100,80,20,90,90,10,20,40,"60:100,61:80,62:20,63:90,64:90,65:10,66:20,67:40"
3172,lhs,60,100,80,80,100,50,70,20,100,"60:100,61:80,62:80,63:100,64:50,65:70,66:20,67:100"
3173,lhs,60,100,80,100,40,40,30,60,40,"60:100,61:80,62:100,63:40,64:40,65:30,66:60,67:40"
3174,lhs,60,100,90,10,100,0,100,50,40,"60:100,61:90,62:10,63:100,64:0,65:100,66:50,67:40"
3175,lhs,60,100,90,20,10,20,10,40,0,"60:100,61:90,62:20,63:10,64:20,65:10,66:40,67:0"
3176,lhs,60,100,90,40,10,50,40,80,90,"60:100,61:90,62:40,63:10,64:50,65:40,66:80,67:90"
3177,lhs,60,100,90,90,10,0,50,80,70,"60:100,61:90,62:90,63:10,64:0,65:50,66:80,67:70"
3178,lhs,60,100,100,0,50,0,10,0,50,"60:100,61:100,62:0,63:50,64:0,65:10,66:0,67:50"
3179,lhs,60,100,100,20,20,100,0,40,90,"60:100,61:100,62:20,63:20,64:100,65:0,66:40,67:90"
3180,lhs,60,100,100,30,0,20,30,40,30,"60:100,61:100,62:30,63:0,64:20,65:30,66:40,67:30"
3181,lhs,60,100,100,40,20,40,40,100,20,"60:100,61:100,62:40,63:20,64:40,65:40,66:100,67:20"
3182,lhs,70,0,0,30,30,90,50,80,60,"60:0,61:0,62:30,63:30,64:90,65:50,66:80,67:60"
3183,lhs,70,0,0,50,0,40,60,60,20,"60:0,61:0,62:50,63:0,64:40,65:60,66:60,67:20"
3184,lhs,70,0,0,90,90,0,50,100,10,"60:0,61:0,62:90,63:90,64:0,65:50,66:100,67:10"
3185,lhs,70,0,10,40,10,70,0,20,70,"60:0,61:10,62:40,63:10,64:70,65:0,66:20,67:70"
3186,lhs,70,0,10,80,80,30,50,90,50,"60:0,61:10,62:80,63:80,64:30,65:50,66:90,67:50"
3187,lhs,70,0,10,90,40,10,60,50,80,"60:0,61:10,62:90,63:40,64:10,65:60,66:50,67:80"
3188,lhs,70,0,20,10,0,10,50,0,30,"60:0,61:20,62:10,63:0,64:10,65:50,66:0,67:30"
3189,lhs,70,0,20,60,70,80,40,90,50,"60:0,61:20,62:60,63:70,64:80,65:40,66:90,67:50"
3190,lhs,70,0,20,70,0,70,40,40,10,"60:0,61:20,62:70,63:0,64:70,65:40,66:40,67:10"
3191,lhs,70,0,30,0,30,30,10,80,70,"60:0,61:30,62:0,63:30,64:30,65:10,66:80,67:70"
3192,lhs,70,0,30,10,30,30,30,0,50,"60:0,61:30,62:10,63:30,64:30,65:30,66:0,67:50"
3193,lhs,70,0,30,40,100,100,0,50,100,"60:0,61:30,62:40,63:100,64:100,65:0,66:50,67:100"
3194,lhs,70,0,30,60,40,10,10,80,40,"60:0,61:30,62:60,63:40,64:10,65:10,66:80,67:40"
3195,lhs,70,0,30,100,90,30,0,10,90,"60:0,61:30,62:100,63:90,64:30,65:0,66:10,67:90"
3196,lhs,70,0,40,20,100,10,80,20,60,"60:0,61:40,62:20,63:100,64:10,65:80,66:20,67:60"
3197,lhs,70,0,50,0,20,40,70,70,50,"60:0,61:50,62:0,63:20,64:40,65:70,66:70,67:50"
3198,lhs,70,0,50,30,20,40,40,10,80,"60:0,61:50,62:30,63:20,64:40,65:40,66:10,67:80"
3199,lhs,70,0,50,60,60,60,90,10,20,"60:0,61:50,62:60,63:60,64:60,65:90,66:10,67:20"
3200,lhs,70,0,50,70,20,50,70,0,50,"60:0,61:50,62:70,63:20,64:50,65:70,66:0,67:50"
3201,lhs,70,0,50,80,90,20,100,60,10,"60:0,61:50,62:80,63:90,64:20,65:100,66:60,67:10"
3202,lhs,70,0,60,30,70,80,50,90,0,"60:0,61:60,62:30,63:70,64:80,65:50,66:90,67:0"
3203,lhs,70,0,60,70,0,10,80,60,0,"60:0,61:60,62:70,63:0,64:10,65:80,66:60,67:0"
3204,lhs,70,0,60,70,60,50,10,30,90,"60:0,61:60,62:70,63:60,64:50,65:10,66:30,67:90"
3205,lhs,70,0,60,100,90,0,100,20,90,"60:0,61:60,62:100,63:90,64:0,65:100,66:20,67:90"
3206,lhs,70,0,70,50,70,40,40,80,50,"60:0,61:70,62:50,63:70,64:40,65:40,66:80,67:50"
3207,lhs,70,0,70,70,30,0,20,40,70,"60:0,61:70,62:70,63:30,64:0,65:20,66:40,67:70"
3208,lhs,70,0,70,90,30,70,40,40,70,"60:0,61:70,62:90,63:30,64:70,65:40,66:40,67:70"
3209,lhs,70,0,70,100,40,100,70,70,100,"60:0,61:70,62:100,63:40,64:100,65:70,66:70,67:100"
3210,lhs,70,0,70,100,60,40,80,50,20,"60:0,61:70,62:100,63:60,64:40,65:80,66:50,67:20"
3211,lhs,70,0,80,40,50,90,90,10,80,"60:0,61:80,62:40,63:50,64:90,65:90,66:10,67:80"
3212,lhs,70,0,80,40,50,100,60,100,60,"60:0,61:80,62:40,63:50,64:100,65:60,66:100,67:60"
3213,lhs,70,0,80,50,70,10,70,80,80,"60:0,61:80,62:50,63:70,64:10,65:70,66:80,67:80"
3214,lhs,70,0,80,70,90,60,40,80,80,"60:0,61:80,62:70,63:90,64:60,65:40,66:80,67:80"
3215,lhs,70,0,80,80,30,10,90,30,80,"60:0,61:80,62:80,63:30,64:10,65:90,66:30,67:80"
3216,lhs,70,0,90,10,80,90,40,30,10,"60:0,61:90,62:10,63:80,64:90,65:40,66:30,67:10"
3217,lhs,70,0,90,40,60,100,80,100,20,"60:0,61:90,62:40,63:60,64:100,65:80,66:100,67:20"
3218,lhs,70,0,90,100,40,70,20,90,50,"60:0,61:90,62:100,63:40,64:70,65:20,66:90,67:50"
3219,lhs,70,0,100,80,100,100,60,100,10,"60:0,61:100,62:80,63:100,64:100,65:60,66:100,67:10"
3220,lhs,70,10,0,10,40,30,40,0,100,"60:10,61:0,62:10,63:40,64:30,65:40,66:0,67:100"
3221,lhs,70,10,0,10,90,60,100,80,70,"60:10,61:0,62:10,63:90,64:60,65:100,66:80,67:70"
3222,lhs,70,10,0,30,100,20,20,50,0,"60:10,61:0,62:30,63:100,64:20,65:20,66:50,67:0"
3223,lhs,70,10,10,10,70,70,10,30,60,"60:10,61:10,62:10,63:70,64:70,65:10,66:30,67:60"
3224,lhs,70,10,10,30,100,50,40,60,30,"60:10,61:10,62:30,63:100,64:50,65:40,66:60,67:30"
3225,lhs,70,10,10,90,40,80,80,70,40,"60:10,61:10,62:90,63:40,64:80,65:80,66:70,67:40"
3226,lhs,70,10,20,30,100,90,60,100,20,"60:10,61:20,62:30,63:100,64:90,65:60,66:100,67:20"
3227,lhs,70,10,20,40,70,80,10,80,30,"60:10,61:20,62:40,63:70,64:80,65:10,66:80,67:30"
3228,lhs,70,10,20,50,50,10,10,0,80,"60:10,61:20,62:50,63:50,64:10,65:10,66:0,67:80"
3229,lhs,70,10,20,70,70,60,10,90,100,"60:10,61:20,62:70,63:70,64:60,65:10,66:90,67:100"
3230,lhs,70,10,30,10,50,50,90,100,50,"60:10,61:30,62:10,63:50,64:50,65:90,66:100,67:50"
3231,lhs,70,10,30,30,100,30,80,100,90,"60:10,61:30,62:30,63:100,64:30,65:80,66:100,67:90"
3232,lhs,70,10,30,50,70,100,100,20,10,"60:10,61:30,62:50,63:70,64:100,65:100,66:20,67:10"
3233,lhs,70,10,40,10,100,10,10,60,50,"60:10,61:40,62:10,63:100,64:10,65:10,66:60,67:50"
3234,lhs,70,10,40,20,30,30,60,90,80,"60:10,61:40,62:20,63:30,64:30,65:60,66:90,67:80"
3235,lhs,70,10,40,30,30,60,0,100,90,"60:10,61:40,62:30,63:30,64:60,65:0,66:100,67:90"
3236,lhs,70,10,40,60,90,60,50,40,60,"60:10,61:40,62:60,63:90,64:60,65:50,66:40,67:60"
3237,lhs,70,10,40,70,90,40,20,90,50,"60:10,61:40,62:70,63:90,64:40,65:20,66:90,67:50"
3238,lhs,70,10,40,70,90,90,40,0,70,"60:10,61:40,62:70,63:90,64:90,65:40,66:0,67:70"
3239,lhs,70,10,40,100,100,100,90,80,40,"60:10,61:40,62:100,63:100,64:100,65:90,66:80,67:40"
3240,lhs,70,10,50,40,60,90,40,90,20,"60:10,61:50,62:40,63:60,64:90,65:40,66:90,67:20"
3241,lhs,70,10,50,70,70,80,80,50,100,"60:10,61:50,62:70,63:70,64:80,65:80,66:50,67:100"
